id,city,state,attraction,category,latitude,longitude,visit_date,season,traveler_type,duration_days,rating,sentiment_label,sentiment_score,safety_score,cleanliness_score,crowd_level,cost_bucket,weather_at_visit,had_scam,had_emergency,emergency_services_nearby,review_text
1422,Jaisalmer,Rajasthan,Jaisalmer Fort,Desert,26.9157,70.9083,2023-10-05,Autumn,Family,3,2.3,Negative,-0.349,4,9,High,Mid-range,Humid,0,0,Hospitals:9;Police:9,Visited Jaisalmer Fort in Jaisalmer as a Family traveler during Autumn. The trip lasted 3 days. I had trouble finding transport. Weather was Humid and crowd level was High. Overall rating 2.3/5.
1423,Andaman,Andaman & Nicobar,Radhanagar Beach,Island,11.7401,92.6586,2025-10-17,Autumn,Solo,5,3.8,Neutral,0.196,9,6,Low,Budget,Sunny,0,0,Hospitals:4;Police:2,Visited Radhanagar Beach in Andaman as a Solo traveler during Autumn. The trip lasted 5 days. I food options were okay. Weather was Sunny and crowd level was Low. Overall rating 3.8/5.
1424,Ooty,Tamil Nadu,Ooty Lake,Hill Station,11.4064,76.6932,2023-03-07,Summer,Friends,4,4.8,Positive,0.805,7,5,High,Luxury,Rainy,0,0,Hospitals:13;Police:5,Visited Ooty Lake in Ooty as a Friends traveler during Summer. The trip lasted 4 days. I felt safe most of the time. Weather was Rainy and crowd level was High. Overall rating 4.8/5.
1425,Ooty,Tamil Nadu,Doddabetta Peak,Hill Station,11.4064,76.6932,2025-03-25,Summer,Business,6,4.7,Positive,0.941,5,7,Very High,Budget,Cold,0,0,Hospitals:12;Police:4,Visited Doddabetta Peak in Ooty as a Business traveler during Summer. The trip lasted 6 days. I felt safe most of the time. Weather was Cold and crowd level was Very High. Overall rating 4.7/5.
1426,Mysuru,Karnataka,Brindavan Gardens,Heritage,12.2958,76.6394,2024-05-22,Summer,Solo,1,3.6,Neutral,-0.108,8,6,High,Mid-range,Cold,0,0,Hospitals:9;Police:7,Visited Brindavan Gardens in Mysuru as a Solo traveler during Summer. The trip lasted 1 days. I basic amenities available. Weather was Cold and crowd level was High. Overall rating 3.6/5.
1427,Kargil,Ladakh,War Memorial,Mountain,34.5563,76.1269,2024-11-30,Autumn,Family,5,5.0,Positive,0.516,8,4,High,Budget,Humid,0,0,Hospitals:11;Police:3,Visited War Memorial in Kargil as a Family traveler during Autumn. The trip lasted 5 days. I great for families. Weather was Humid and crowd level was High. Overall rating 5.0/5.
1428,Jaisalmer,Rajasthan,Patwon Ki Haveli,Desert,26.9157,70.9083,2024-12-21,Winter,Friends,2,2.7,Neutral,0.074,8,5,High,Budget,Cold,0,0,Hospitals:5;Police:5,Visited Patwon Ki Haveli in Jaisalmer as a Friends traveler during Winter. The trip lasted 2 days. I crowd was manageable. Weather was Cold and crowd level was High. Overall rating 2.7/5.
1429,Darjeeling,West Bengal,Tea Gardens,Hill Station,27.041,88.2663,2024-12-02,Winter,Couple,2,4.5,Positive,0.421,5,8,Low,Budget,Humid,1,0,Hospitals:5;Police:3,Visited Tea Gardens in Darjeeling as a Couple traveler during Winter. The trip lasted 2 days. I clean and well-maintained. Weather was Humid and crowd level was Low. Overall rating 4.5/5.
1430,Varanasi,Uttar Pradesh,Kashi Vishwanath,Spiritual,25.3176,82.9739,2025-07-18,Monsoon,Couple,2,4.3,Positive,0.493,10,4,Medium,Mid-range,Humid,0,0,Hospitals:8;Police:5,Visited Kashi Vishwanath in Varanasi as a Couple traveler during Monsoon. The trip lasted 2 days. I scenic views were breathtaking. Weather was Humid and crowd level was Medium. Overall rating 4.3/5.
1431,Puri,Odisha,Puri Beach,Coastal,19.8135,85.8312,2025-08-11,Monsoon,Business,6,3.6,Neutral,0.049,3,3,High,Mid-range,Cloudy,0,0,Hospitals:9;Police:1,Visited Puri Beach in Puri as a Business traveler during Monsoon. The trip lasted 6 days. I nothing extraordinary. Weather was Cloudy and crowd level was High. Overall rating 3.6/5.
1432,Rishikesh,Uttarakhand,Neer Garh Waterfall,Adventure,30.0869,78.2676,2024-09-28,Monsoon,Solo,2,3.6,Neutral,0.219,6,6,Medium,Mid-range,Windy,0,0,Hospitals:7;Police:1,Visited Neer Garh Waterfall in Rishikesh as a Solo traveler during Monsoon. The trip lasted 2 days. I nothing extraordinary. Weather was Windy and crowd level was Medium. Overall rating 3.6/5.
1433,Puri,Odisha,Puri Beach,Coastal,19.8135,85.8312,2024-05-16,Summer,Solo,1,3.9,Neutral,-0.008,10,6,Very High,Mid-range,Cold,0,0,Hospitals:13;Police:8,Visited Puri Beach in Puri as a Solo traveler during Summer. The trip lasted 1 days. I had to wait a bit. Weather was Cold and crowd level was Very High. Overall rating 3.9/5.
1434,Bengaluru,Karnataka,Lalbagh,City,12.9716,77.5946,2024-11-20,Autumn,Business,7,3.0,Neutral,0.072,7,6,Medium,Budget,Humid,0,0,Hospitals:10;Police:6,Visited Lalbagh in Bengaluru as a Business traveler during Autumn. The trip lasted 7 days. I experience was average. Weather was Humid and crowd level was Medium. Overall rating 3.0/5.
1435,Rishikesh,Uttarakhand,Triveni Ghat,Adventure,30.0869,78.2676,2025-02-09,Winter,Friends,6,3.9,Neutral,-0.15,4,8,Medium,Mid-range,Cold,0,0,Hospitals:8;Police:4,Visited Triveni Ghat in Rishikesh as a Friends traveler during Winter. The trip lasted 6 days. I experience was average. Weather was Cold and crowd level was Medium. Overall rating 3.9/5.
1436,Mysuru,Karnataka,Chamundi Hills,Heritage,12.2958,76.6394,2024-08-27,Monsoon,Business,7,2.4,Negative,-0.561,4,7,Medium,Budget,Rainy,0,0,Hospitals:9;Police:7,Visited Chamundi Hills in Mysuru as a Business traveler during Monsoon. The trip lasted 7 days. I overpriced services. Weather was Rainy and crowd level was Medium. Overall rating 2.4/5.
1437,Andaman,Andaman & Nicobar,Scuba Diving,Island,11.7401,92.6586,2025-02-27,Winter,Solo,6,2.8,Neutral,-0.141,6,7,Medium,Mid-range,Cloudy,0,0,Hospitals:2;Police:2,Visited Scuba Diving in Andaman as a Solo traveler during Winter. The trip lasted 6 days. I experience was average. Weather was Cloudy and crowd level was Medium. Overall rating 2.8/5.
1438,Leh,Ladakh,Khardung La,Mountain,34.1526,77.577,2025-06-02,Monsoon,Solo,6,5.0,Positive,0.735,7,3,Medium,Budget,Windy,0,0,Hospitals:3;Police:6,Visited Khardung La in Leh as a Solo traveler during Monsoon. The trip lasted 6 days. I felt safe most of the time. Weather was Windy and crowd level was Medium. Overall rating 5.0/5.
1439,Manali,Himachal Pradesh,Rohtang Pass,Mountain,32.2432,77.1892,2023-01-13,Winter,Business,7,3.8,Neutral,-0.144,5,7,High,Budget,Humid,0,0,Hospitals:11;Police:8,Visited Rohtang Pass in Manali as a Business traveler during Winter. The trip lasted 7 days. I basic amenities available. Weather was Humid and crowd level was High. Overall rating 3.8/5.
1440,Shillong,Meghalaya,Laitlum,Hill Station,25.5788,91.8933,2025-06-16,Monsoon,Friends,3,3.5,Neutral,-0.116,6,7,High,Budget,Cloudy,0,0,Hospitals:13;Police:8,Visited Laitlum in Shillong as a Friends traveler during Monsoon. The trip lasted 3 days. I crowd was manageable. Weather was Cloudy and crowd level was High. Overall rating 3.5/5.
1441,Jim Corbett,Uttarakhand,Garjia Temple,Wildlife,29.53,78.7747,2025-06-28,Monsoon,Family,5,3.5,Neutral,-0.052,10,8,Very High,Budget,Windy,0,0,Hospitals:5;Police:5,Visited Garjia Temple in Jim Corbett as a Family traveler during Monsoon. The trip lasted 5 days. I had to wait a bit. Weather was Windy and crowd level was Very High. Overall rating 3.5/5.
1442,Hyderabad,Telangana,Golconda Fort,City,17.385,78.4867,2023-08-01,Monsoon,Family,3,3.7,Neutral,0.115,6,8,High,Mid-range,Cold,0,0,Hospitals:4;Police:9,Visited Golconda Fort in Hyderabad as a Family traveler during Monsoon. The trip lasted 3 days. I experience was average. Weather was Cold and crowd level was High. Overall rating 3.7/5.
1443,Agra,Uttar Pradesh,Mehtab Bagh,Monument,27.1751,78.0421,2025-09-19,Monsoon,Business,5,4.4,Positive,0.938,9,5,High,Luxury,Cloudy,1,0,Hospitals:11;Police:2,Visited Mehtab Bagh in Agra as a Business traveler during Monsoon. The trip lasted 5 days. I scenic views were breathtaking. Weather was Cloudy and crowd level was High. Overall rating 4.4/5.
1444,Alleppey,Kerala,Backwaters,Backwaters,9.4981,76.3388,2024-05-06,Summer,Family,6,4.9,Positive,0.848,6,8,Low,Budget,Sunny,0,0,Hospitals:4;Police:4,Visited Backwaters in Alleppey as a Family traveler during Summer. The trip lasted 6 days. I great for families. Weather was Sunny and crowd level was Low. Overall rating 4.9/5.
1445,Agra,Uttar Pradesh,Mehtab Bagh,Monument,27.1751,78.0421,2023-03-21,Summer,Business,2,3.4,Neutral,0.214,7,2,Very High,Budget,Sunny,0,0,Hospitals:6;Police:1,Visited Mehtab Bagh in Agra as a Business traveler during Summer. The trip lasted 2 days. I basic amenities available. Weather was Sunny and crowd level was Very High. Overall rating 3.4/5.
1446,Alleppey,Kerala,Backwaters,Backwaters,9.4981,76.3388,2024-07-26,Monsoon,Couple,5,3.2,Neutral,0.062,8,7,Medium,Budget,Windy,0,0,Hospitals:5;Police:2,Visited Backwaters in Alleppey as a Couple traveler during Monsoon. The trip lasted 5 days. I food options were okay. Weather was Windy and crowd level was Medium. Overall rating 3.2/5.
1447,Bhubaneswar,Odisha,Udayagiri,City,20.2961,85.8245,2024-09-11,Monsoon,Family,4,4.3,Positive,0.565,7,6,Very High,Mid-range,Humid,0,0,Hospitals:13;Police:1,Visited Udayagiri in Bhubaneswar as a Family traveler during Monsoon. The trip lasted 4 days. I scenic views were breathtaking. Weather was Humid and crowd level was Very High. Overall rating 4.3/5.
1448,Udaipur,Rajasthan,Lake Pichola,Heritage,24.5854,73.7125,2025-03-14,Summer,Business,4,3.6,Neutral,0.05,8,2,Medium,Budget,Windy,0,0,Hospitals:8;Police:1,Visited Lake Pichola in Udaipur as a Business traveler during Summer. The trip lasted 4 days. I crowd was manageable. Weather was Windy and crowd level was Medium. Overall rating 3.6/5.
1449,Rishikesh,Uttarakhand,Triveni Ghat,Adventure,30.0869,78.2676,2024-04-14,Summer,Couple,4,4.3,Positive,0.904,9,7,Medium,Budget,Cold,0,0,Hospitals:7;Police:1,Visited Triveni Ghat in Rishikesh as a Couple traveler during Summer. The trip lasted 4 days. I loved the food and culture. Weather was Cold and crowd level was Medium. Overall rating 4.3/5.
1450,Udaipur,Rajasthan,Lake Pichola,Heritage,24.5854,73.7125,2024-01-03,Winter,Friends,2,5.0,Positive,0.893,8,9,Medium,Budget,Rainy,0,0,Hospitals:8;Police:7,Visited Lake Pichola in Udaipur as a Friends traveler during Winter. The trip lasted 2 days. I felt safe most of the time. Weather was Rainy and crowd level was Medium. Overall rating 5.0/5.
1451,Nainital,Uttarakhand,Naini Lake,Hill Station,29.3919,79.4542,2024-08-28,Monsoon,Couple,2,3.7,Neutral,0.233,5,5,Medium,Budget,Sunny,0,0,Hospitals:3;Police:11,Visited Naini Lake in Nainital as a Couple traveler during Monsoon. The trip lasted 2 days. I experience was average. Weather was Sunny and crowd level was Medium. Overall rating 3.7/5.
1452,Kargil,Ladakh,War Memorial,Mountain,34.5563,76.1269,2023-07-22,Monsoon,Couple,7,2.2,Negative,-0.809,8,5,High,Luxury,Windy,1,0,Hospitals:3;Police:7,Visited War Memorial in Kargil as a Couple traveler during Monsoon. The trip lasted 7 days. I service quality was inconsistent. Weather was Windy and crowd level was High. Overall rating 2.2/5.
1453,Gir,Gujarat,Gir National Park,Wildlife,21.124,70.8242,2025-05-03,Summer,Solo,5,3.7,Neutral,0.125,10,3,Medium,Luxury,Windy,0,0,Hospitals:5;Police:9,Visited Gir National Park in Gir as a Solo traveler during Summer. The trip lasted 5 days. I crowd was manageable. Weather was Windy and crowd level was Medium. Overall rating 3.7/5.
1454,Rann of Kutch,Gujarat,Kalo Dungar,Desert,23.7337,69.8597,2025-06-19,Monsoon,Business,6,4.6,Positive,0.641,10,7,High,Mid-range,Cold,0,0,Hospitals:17;Police:1,Visited Kalo Dungar in Rann of Kutch as a Business traveler during Monsoon. The trip lasted 6 days. I scenic views were breathtaking. Weather was Cold and crowd level was High. Overall rating 4.6/5.
1455,Rishikesh,Uttarakhand,Triveni Ghat,Adventure,30.0869,78.2676,2024-01-08,Winter,Business,4,4.4,Positive,0.803,7,7,Low,Mid-range,Cold,0,0,Hospitals:6;Police:3,Visited Triveni Ghat in Rishikesh as a Business traveler during Winter. The trip lasted 4 days. I scenic views were breathtaking. Weather was Cold and crowd level was Low. Overall rating 4.4/5.
1456,Ahmedabad,Gujarat,Adalaj Stepwell,City,23.0225,72.5714,2023-01-27,Winter,Family,3,5.0,Positive,0.867,9,4,Medium,Budget,Cloudy,0,0,Hospitals:8;Police:1,Visited Adalaj Stepwell in Ahmedabad as a Family traveler during Winter. The trip lasted 3 days. I loved the food and culture. Weather was Cloudy and crowd level was Medium. Overall rating 5.0/5.
1457,Gir,Gujarat,Kamleshwar Dam,Wildlife,21.124,70.8242,2025-05-15,Summer,Solo,4,3.2,Neutral,-0.075,9,8,High,Mid-range,Humid,0,0,Hospitals:1;Police:11,Visited Kamleshwar Dam in Gir as a Solo traveler during Summer. The trip lasted 4 days. I had to wait a bit. Weather was Humid and crowd level was High. Overall rating 3.2/5.
1458,Darjeeling,West Bengal,Tea Gardens,Hill Station,27.041,88.2663,2023-06-18,Monsoon,Business,6,4.6,Positive,0.947,7,8,High,Budget,Humid,0,0,Hospitals:6;Police:2,Visited Tea Gardens in Darjeeling as a Business traveler during Monsoon. The trip lasted 6 days. I transport was convenient. Weather was Humid and crowd level was High. Overall rating 4.6/5.
1459,Bhopal,Madhya Pradesh,Tribal Museum,City,23.2599,77.4126,2024-06-04,Monsoon,Family,5,3.4,Neutral,-0.081,5,8,High,Mid-range,Sunny,0,0,Hospitals:12;Police:3,Visited Tribal Museum in Bhopal as a Family traveler during Monsoon. The trip lasted 5 days. I experience was average. Weather was Sunny and crowd level was High. Overall rating 3.4/5.
1460,Puri,Odisha,Puri Beach,Coastal,19.8135,85.8312,2023-07-17,Monsoon,Family,5,2.6,Neutral,0.027,3,5,Medium,Luxury,Cold,0,0,Hospitals:1;Police:7,Visited Puri Beach in Puri as a Family traveler during Monsoon. The trip lasted 5 days. I experience was average. Weather was Cold and crowd level was Medium. Overall rating 2.6/5.
1461,Mahabalipuram,Tamil Nadu,Arjuna's Penance,Heritage,12.6208,80.192,2023-10-30,Autumn,Solo,4,3.3,Neutral,0.242,8,4,Medium,Mid-range,Windy,0,0,Hospitals:6;Police:3,Visited Arjuna's Penance in Mahabalipuram as a Solo traveler during Autumn. The trip lasted 4 days. I crowd was manageable. Weather was Windy and crowd level was Medium. Overall rating 3.3/5.
1462,Khajuraho,Madhya Pradesh,Raneh Falls,Heritage,24.8318,79.9199,2024-01-17,Winter,Friends,1,4.6,Positive,0.948,8,5,Medium,Budget,Sunny,0,0,Hospitals:12;Police:6,Visited Raneh Falls in Khajuraho as a Friends traveler during Winter. The trip lasted 1 days. I great for families. Weather was Sunny and crowd level was Medium. Overall rating 4.6/5.
1463,Khajuraho,Madhya Pradesh,Panna Reserve,Heritage,24.8318,79.9199,2024-10-22,Autumn,Solo,1,3.3,Neutral,0.003,4,6,Very High,Budget,Humid,1,0,Hospitals:8;Police:2,Visited Panna Reserve in Khajuraho as a Solo traveler during Autumn. The trip lasted 1 days. I crowd was manageable. Weather was Humid and crowd level was Very High. Overall rating 3.3/5.
1464,Cherrapunji,Meghalaya,Mawsmai Caves,Nature,25.2841,91.7305,2023-11-29,Autumn,Solo,1,4.1,Positive,0.357,7,9,Very High,Mid-range,Cold,0,0,Hospitals:12;Police:10,Visited Mawsmai Caves in Cherrapunji as a Solo traveler during Autumn. The trip lasted 1 days. I great for families. Weather was Cold and crowd level was Very High. Overall rating 4.1/5.
1465,Hyderabad,Telangana,Hussain Sagar,City,17.385,78.4867,2025-03-09,Summer,Solo,3,4.8,Positive,0.424,8,4,Medium,Mid-range,Cold,0,0,Hospitals:10;Police:8,Visited Hussain Sagar in Hyderabad as a Solo traveler during Summer. The trip lasted 3 days. I great value for money. Weather was Cold and crowd level was Medium. Overall rating 4.8/5.
1466,Agra,Uttar Pradesh,Agra Fort,Monument,27.1751,78.0421,2025-06-10,Monsoon,Friends,7,3.6,Neutral,0.145,6,8,Low,Budget,Humid,0,0,Hospitals:3;Police:8,Visited Agra Fort in Agra as a Friends traveler during Monsoon. The trip lasted 7 days. I had to wait a bit. Weather was Humid and crowd level was Low. Overall rating 3.6/5.
1467,Puri,Odisha,Chilika Lake,Coastal,19.8135,85.8312,2024-11-02,Autumn,Family,1,4.6,Positive,0.444,8,6,Medium,Budget,Rainy,0,0,Hospitals:7;Police:7,Visited Chilika Lake in Puri as a Family traveler during Autumn. The trip lasted 1 days. I scenic views were breathtaking. Weather was Rainy and crowd level was Medium. Overall rating 4.6/5.
1468,Alleppey,Kerala,Houseboats,Backwaters,9.4981,76.3388,2025-02-06,Winter,Couple,6,3.2,Neutral,0.086,9,7,High,Budget,Windy,0,0,Hospitals:11;Police:4,Visited Houseboats in Alleppey as a Couple traveler during Winter. The trip lasted 6 days. I experience was average. Weather was Windy and crowd level was High. Overall rating 3.2/5.
1469,Guwahati,Assam,Brahmaputra Cruise,City,26.1445,91.7362,2024-10-08,Autumn,Family,2,4.3,Positive,0.356,9,4,Medium,Budget,Sunny,0,0,Hospitals:14;Police:1,Visited Brahmaputra Cruise in Guwahati as a Family traveler during Autumn. The trip lasted 2 days. I transport was convenient. Weather was Sunny and crowd level was Medium. Overall rating 4.3/5.
1470,Cherrapunji,Meghalaya,Nohkalikai,Nature,25.2841,91.7305,2024-08-29,Monsoon,Business,1,1.3,Negative,-0.287,9,7,Medium,Budget,Cold,1,0,Hospitals:20;Police:2,Visited Nohkalikai in Cherrapunji as a Business traveler during Monsoon. The trip lasted 1 days. I felt unsafe at night. Weather was Cold and crowd level was Medium. Overall rating 1.3/5.
1471,Mumbai,Maharashtra,Elephanta Caves,City,19.076,72.8777,2024-08-01,Monsoon,Family,5,4.2,Positive,0.81,6,5,Medium,Mid-range,Rainy,0,0,Hospitals:11;Police:1,Visited Elephanta Caves in Mumbai as a Family traveler during Monsoon. The trip lasted 5 days. I had a wonderful time. Weather was Rainy and crowd level was Medium. Overall rating 4.2/5.
1472,Andaman,Andaman & Nicobar,Radhanagar Beach,Island,11.7401,92.6586,2024-02-16,Winter,Couple,2,4.3,Positive,0.536,6,7,Medium,Budget,Sunny,0,0,Hospitals:3;Police:9,Visited Radhanagar Beach in Andaman as a Couple traveler during Winter. The trip lasted 2 days. I great for families. Weather was Sunny and crowd level was Medium. Overall rating 4.3/5.
1473,Munnar,Kerala,Top Station,Hill Station,10.0892,77.0595,2025-04-03,Summer,Couple,7,4.0,Positive,0.425,8,5,High,Budget,Rainy,0,0,Hospitals:2;Police:4,Visited Top Station in Munnar as a Couple traveler during Summer. The trip lasted 7 days. I transport was convenient. Weather was Rainy and crowd level was High. Overall rating 4.0/5.
1474,Kochi,Kerala,Fort Kochi,Coastal,9.9312,76.2673,2025-04-18,Summer,Solo,2,3.9,Neutral,-0.015,8,8,High,Luxury,Cloudy,0,0,Hospitals:1;Police:1,Visited Fort Kochi in Kochi as a Solo traveler during Summer. The trip lasted 2 days. I had to wait a bit. Weather was Cloudy and crowd level was High. Overall rating 3.9/5.
1475,Bhubaneswar,Odisha,Nandankanan,City,20.2961,85.8245,2023-11-15,Autumn,Couple,3,3.9,Neutral,0.17,6,5,High,Mid-range,Humid,0,0,Hospitals:11;Police:3,Visited Nandankanan in Bhubaneswar as a Couple traveler during Autumn. The trip lasted 3 days. I nothing extraordinary. Weather was Humid and crowd level was High. Overall rating 3.9/5.
